日期,每小时露点温度,每小时降水量,每小时相对湿度,每小时站压力,每小时可见度,每小时风速
2018-11-22T22:51:00,-2,0,39,30.58,10,11
2018-11-22T23:51:00,-1,0,43,30.6,10,15
2018-11-22T23:59:00,,,,,,
2018-11-23T00:51:00,1,0,49,30.6,10,11
2018-11-23T01:00:00,1s,,49,30.59,9.94,11
2018-11-23T01:51:00,3,0,54,30.6,10,10
2018-11-23T02:51:00,2,0,51,30.6,10,13
2018-11-23T03:51:00,2,0,54,30.6,10,8
2018-11-23T04:00:00,2s,,54,30.6,9.94,8
2018-11-23T04:51:00,3,0,56,30.6,10,9
2018-11-23T05:51:00,1,0,51,30.6,10,10
2018-11-23T06:51:00,3,0,59,30.6,10,7
2018-11-23T07:00:00,3s,,59,30.6,9.94,7
2018-11-23T07:51:00,3,0,52,30.61,10,8
2018-11-23T08:51:00,3,0,45,30.6,10,7
2018-11-23T09:51:00,3,0,40,30.6,10,5
2018-11-23T10:00:00,3,,40,30.59,9.94,5
2018-11-23T10:51:00,2,0,34,30.58,10,0
2018-11-23T11:51:00,2,0,31,30.55,10,6
2018-11-23T12:51:00,8,0,39,30.53,10,9
2018-11-23T13:00:00,8,,39,30.52,9.94,9
2018-11-23T13:51:00,14,0,51,30.5,10,11
2018-11-23T14:51:00,15,0,54,30.47,10,6
2018-11-23T15:51:00,17,0,58,30.47,10,7
2018-11-23T16:00:00,17,,58,30.46,9.94,7
2018-11-23T16:51:00,18,0,66,30.45,10,6
2018-11-23T17:51:00,15,0,56,30.45,10,7
2018-11-23T18:51:00,15,0,54,30.45,10,8
2018-11-23T19:00:00,15,,54,30.44,9.94,8
2018-11-23T19:51:00,12,0,45,30.42,10,8
2018-11-23T20:51:00,12,0,47,30.42,10,8
2018-11-23T21:51:00,15,0,54,30.4,10,11
2018-11-23T22:00:00,15,,54,30.39,9.94,11
2018-11-23T22:51:00,14,0,49,30.37,10,13
2018-11-23T23:51:00,17,0,56,30.35,10,10
2018-11-23T23:59:00,,,,,,
2018-11-24T00:51:00,19,0,64,30.34,10,7
2018-11-24T01:00:00,19,,64,30.33,9.94,7
2018-11-24T01:51:00,17,0,56,30.29,10,0
2018-11-24T02:51:00,17,0,58,30.29,10,0
2018-11-24T03:51:00,18,0,66,30.27,10,0
2018-11-24T04:00:00,18,,66,30.27,9.94,0
2018-11-24T04:51:00,21,0,72,30.25,,0
2018-11-24T05:51:00,21,0,69,30.24,10,5
2018-11-24T06:51:00,24,0,76,30.22,10,5
2018-11-24T07:00:00,24,,76,30.21,9.94,5
2018-11-24T07:51:00,26,0,73,30.21,10,0
2018-11-24T08:18:00,28,,76,30.19,10,3
2018-11-24T08:49:00,28,,70,30.17,10,5
2018-11-24T08:51:00,28,0,68,30.17,10,5
2018-11-24T09:49:00,30,,70,30.16,10,7
2018-11-24T09:51:00,30,0,68,30.14,10,7
2018-11-24T10:00:00,30,,68,30.14,9.94,7
2018-11-24T10:51:00,33,0,71,30.11,10,8
2018-11-24T11:51:00,36,0,73,30.03,10,9
2018-11-24T12:51:00,40,0,79,30.03,10,7
2018-11-24T13:00:00,40,,79,30.02,9.94,7
2018-11-24T13:51:00,42,0,83,30.01,10,9
2018-11-24T14:51:00,42,0,80,29.98,10,11
2018-11-24T15:51:00,43,0,83,29.95,10,9
2018-11-24T16:00:00,43,,83,29.94,9.94,9
2018-11-24T16:47:00,43,,87,29.91,10,10
2018-11-24T16:51:00,41,0,83,29.9,10,10
2018-11-24T17:51:00,45,T,89,29.88,10,14
2018-11-24T18:51:00,46,0.03,97,29.8,10,14
2018-11-24T19:00:00,46,,97,29.8,9.94,14
2018-11-24T19:51:00,48,0.03,100,29.75,8,13
2018-11-24T20:49:00,48,,100,29.72,4,13
2018-11-24T20:51:00,50,0.19,100,29.72,4,14
2018-11-24T20:58:00,50,0.02,100,29.7,4,14
2018-11-24T21:40:00,51,0.2,100,29.69,4,13
2018-11-24T21:49:00,52,,100,29.69,2.5,14
2018-11-24T21:51:00,51,0.3,100,29.67,3,13
2018-11-24T22:00:00,51,,100,29.67,2.98,13
2018-11-24T22:51:00,50,0.5,100,29.62,3,21
2018-11-24T23:14:00,50,0.08,100,29.57,6,28
2018-11-24T23:51:00,50,0.15,100,29.56,3,25
2018-11-24T23:59:00,,,,,,
2018-11-25T00:42:00,49,0.47,100,29.52,1.75,29
2018-11-25T00:51:00,49,0.52,100,29.52,1.75,29
2018-11-25T01:00:00,49,,100,29.51,1.74,29
2018-11-25T01:51:00,48,0.28,100,29.56,1.25,34
2018-11-25T02:49:00,48,,100,29.61,1.75,26
2018-11-25T02:51:00,48,0.31,100,29.59,2,29
2018-11-25T03:49:00,48,,94,29.59,7,26
2018-11-25T03:51:00,48,0.11,93,29.59,7,25
2018-11-25T04:00:00,48,,93,29.59,6.84,25
2018-11-25T04:05:00,48,0.03,93,29.61,10,16
2018-11-25T04:43:00,46,0.03,97,29.65,10,18
2018-11-25T04:51:00,46,T,97,29.67,10,17
2018-11-25T05:51:00,45,0,93,29.7,10,17
2018-11-25T06:51:00,44,0,90,29.75,10,14
2018-11-25T07:00:00,44,,90,29.74,9.94,14
2018-11-25T07:31:00,44,,90,29.78,10,14
2018-11-25T07:51:00,44,0,90,29.77,10,15
2018-11-25T08:51:00,44,0,83,29.8,10,17
2018-11-25T09:51:00,45,0,83,29.8,10,10
2018-11-25T10:00:00,45,,83,29.8,9.94,10
2018-11-25T10:51:00,45,0,77,29.8,10,14
2018-11-25T11:51:00,45,0,74,29.8,10,10
2018-11-25T12:51:00,44,0,69,29.8,10,14
2018-11-25T13:00:00,44,,69,29.8,9.94,14
2018-11-25T13:51:00,43,0,67,29.83,10,7
2018-11-25T14:51:00,42,0,64,29.85,10,10
2018-11-25T15:51:00,39,0,57,29.88,10,13
2018-11-25T16:00:00,39,,57,29.87,9.94,13
2018-11-25T16:51:00,38,0,59,29.9,10,6
2018-11-25T17:51:00,40,0,66,29.91,10,5
2018-11-25T18:51:00,40,0,66,29.93,10,0
2018-11-25T19:00:00,40,,66,29.92,9.94,0
2018-11-25T19:51:00,38,0,59,29.93,10,5
2018-11-25T20:51:00,39,0,61,29.93,10,3
2018-11-25T21:51:00,39,0,66,29.93,10,0
2018-11-25T22:00:00,39,,66,29.93,9.94,0
2018-11-25T22:51:00,38,0,71,29.93,10,0
2018-11-25T23:51:00,39,0,71,29.91,10,0
2018-11-25T23:59:00,,,,,,
2018-11-26T00:51:00,40,0,85,29.9,10,0
2018-11-26T01:00:00,40,,85,29.89,9.94,0
2018-11-26T01:51:00,40,0,89,29.93,10,0
2018-11-26T02:51:00,40,0,92,29.93,10,0
2018-11-26T03:51:00,41,0,96,29.91,10,8
2018-11-26T04:00:00,41,,96,29.9,9.94,8
2018-11-26T04:51:00,40,0,92,29.88,10,7
2018-11-26T05:51:00,40,0,85,29.88,10,7
2018-11-26T06:51:00,41,0,83,29.87,10,8
2018-11-26T07:00:00,41,,83,29.86,9.94,8
2018-11-26T07:49:00,46,,94,29.88,10,8
2018-11-26T07:51:00,46,0,93,29.88,10,7
2018-11-26T08:51:00,46,0,86,29.88,10,6
2018-11-26T09:51:00,46,T,83,29.83,10,13
2018-11-26T10:00:00,46,,83,29.83,9.94,13
2018-11-26T10:51:00,46,0,80,29.78,10,16
2018-11-26T11:51:00,47,T,83,29.75,10,16
2018-11-26T12:25:00,47,T,83,29.69,10,21
2018-11-26T12:51:00,46,T,80,29.65,10,18
2018-11-26T13:00:00,46,,80,29.64,9.94,18
2018-11-26T13:51:00,48,T,89,29.59,10,20
2018-11-26T14:33:00,49,T,96,29.65,10,20
2018-11-26T14:51:00,49,0.06,96,29.62,6,21
2018-11-26T15:23:00,50,0.12,100,29.57,3,18
2018-11-26T15:51:00,50,0.2,100,29.52,3,20
2018-11-26T16:00:00,50,,100,29.52,2.98,20
2018-11-26T16:49:00,50,0.36,100,29.49,3,23
2018-11-26T16:51:00,50,0.39,100,29.49,3,24
2018-11-26T17:35:00,49,0.42,100,29.49,3,20
2018-11-26T17:48:00,48,0.49,100,29.49,3,20
2018-11-26T17:51:00,49,0.46,100,29.48,3,20
2018-11-26T18:43:00,50,0.04,100,29.43,3,20
2018-11-26T18:51:00,50,0.04,100,29.41,5,25
2018-11-26T19:00:00,50,,100,29.41,4.97,25
2018-11-26T19:51:00,50,T,100,29.36,9,18
2018-11-26T20:51:00,49,0.01,100,29.34,5,15
2018-11-26T21:51:00,49,0.01,100,29.31,10,8
2018-11-26T22:00:00,49,,100,29.31,9.94,8
2018-11-26T22:51:00,49,0,100,29.31,10,6
2018-11-26T23:51:00,48,T,100,29.31,8,10
2018-11-26T23:59:00,,,,,,
2018-11-27T00:51:00,47,T,100,29.33,10,17
2018-11-27T01:00:00,47,,100,29.32,9.94,17
2018-11-27T01:51:00,44,T,100,29.35,8,20
2018-11-27T02:51:00,42,T,97,29.36,7,15
2018-11-27T03:11:00,41,T,93,29.36,10,15
2018-11-27T03:51:00,41,T,96,29.38,8,18
2018-11-27T04:00:00,41,,96,29.37,7.46,18
2018-11-27T04:16:00,40,T,92,29.39,10,21
2018-11-27T04:51:00,39,0,89,29.39,10,18
2018-11-27T05:39:00,37,,86,29.39,10,18
2018-11-27T05:51:00,37,0,86,29.39,10,22
2018-11-27T06:51:00,36,0,82,29.41,10,18
2018-11-27T07:00:00,36,,82,29.41,9.94,18
2018-11-27T07:51:00,34,0,76,29.43,10,21
2018-11-27T08:51:00,33,0,71,29.43,10,16
2018-11-27T09:51:00,33,0,65,29.44,10,22
2018-11-27T10:00:00,33,,65,29.44,9.94,22
2018-11-27T10:51:00,32,0,63,29.44,10,21
2018-11-27T11:51:00,30,0,58,29.43,10,20
2018-11-27T12:51:00,30,0,58,29.41,10,28
2018-11-27T13:00:00,30,,58,29.41,9.94,28
2018-11-27T13:51:00,30,0,60,29.43,10,24
2018-11-27T14:51:00,29,0,58,29.44,10,20
2018-11-27T15:51:00,28,0,58,29.44,10,20
2018-11-27T16:00:00,28,,58,29.44,9.94,20
2018-11-27T16:51:00,28,0,58,29.46,10,20
2018-11-27T17:51:00,28,0,58,29.46,10,18
2018-11-27T18:51:00,28,0,60,29.46,10,20
2018-11-27T19:00:00,28,,60,29.45,9.94,20
2018-11-27T19:51:00,29,0,65,29.47,10,22
2018-11-27T20:51:00,28,0,65,29.46,10,22
2018-11-27T21:51:00,27,0,65,29.44,10,22
2018-11-27T22:00:00,27,,65,29.44,9.94,22
2018-11-27T22:51:00,27,0,65,29.44,10,18
2018-11-27T23:51:00,27,0,67,29.44,10,22
2018-11-27T23:59:00,,,,,,
2018-11-28T00:51:00,26,0,65,29.44,10,15
2018-11-28T01:00:00,26,,65,29.43,9.94,15
2018-11-28T01:51:00,26,0,65,29.44,10,20
2018-11-28T02:51:00,26,0,65,29.44,10,16
2018-11-28T03:51:00,26,0,62,29.43,10,21
2018-11-28T04:00:00,26,,62,29.42,9.94,21
2018-11-28T04:51:00,27,T,67,29.44,10,20
2018-11-28T05:51:00,27,T,67,29.44,10,18
2018-11-28T06:51:00,25,0,62,29.44,10,23
2018-11-28T07:00:00,25,,62,29.44,9.94,23
2018-11-28T07:51:00,26,0,67,29.46,10,16
2018-11-28T08:51:00,25,0,60,29.47,10,22
2018-11-28T09:51:00,25,0,57,29.49,10,30
2018-11-28T10:00:00,25,,57,29.48,9.94,30
2018-11-28T10:51:00,26,0,60,29.49,10,18
2018-11-28T11:51:00,27,0,57,29.48,10,22
2018-11-28T12:51:00,26,0,55,29.47,10,22
2018-11-28T13:00:00,26,,55,29.46,9.94,22
2018-11-28T13:51:00,26,0,58,29.49,10,22
2018-11-28T14:51:00,26,0,55,29.52,10,18
2018-11-28T15:51:00,26,0,53,29.54,10,29
2018-11-28T16:00:00,26,,53,29.53,9.94,29
2018-11-28T16:51:00,27,0,57,29.57,10,22
2018-11-28T17:51:00,27,0,57,29.59,10,25
2018-11-28T18:51:00,27,0,55,29.62,10,16
2018-11-28T19:00:00,27,,55,29.61,9.94,16
2018-11-28T19:51:00,27,0,57,29.65,10,21
2018-11-28T20:51:00,28,0,60,29.67,10,17
2018-11-28T21:51:00,28,0,60,29.69,10,28
2018-11-28T22:00:00,28,,60,29.68,9.94,28
2018-11-28T22:51:00,28,0,60,29.69,10,22
2018-11-28T23:51:00,28,0,60,29.7,10,17
2018-11-28T23:59:00,,,,,,
2018-11-29T00:51:00,28,0,63,29.72,10,15
2018-11-29T01:00:00,28,,63,29.71,9.94,15
2018-11-29T01:51:00,29,0,62,29.75,10,11
2018-11-29T02:51:00,28,0,60,29.77,10,17
2018-11-29T03:51:00,28,0,63,29.75,10,21
2018-11-29T04:00:00,28,,63,29.75,9.94,21
2018-11-29T04:51:00,27,0,60,29.78,10,18
2018-11-29T05:51:00,27,0,60,29.82,10,22
2018-11-29T06:51:00,28,0,63,29.83,10,20
2018-11-29T07:00:00,28,,63,29.82,9.94,20
2018-11-29T07:51:00,28,0,60,29.85,10,28
2018-11-29T08:51:00,29,0,58,29.85,10,25
2018-11-29T09:51:00,29,0,55,29.87,10,30
2018-11-29T10:00:00,29,,55,29.86,9.94,30
2018-11-29T10:51:00,29,0,54,29.87,10,23
2018-11-29T11:51:00,28,0,52,29.85,10,24
2018-11-29T12:51:00,28,0,46,29.87,10,25
2018-11-29T13:00:00,28,,46,29.86,9.94,25
2018-11-29T13:51:00,28,0,50,29.87,10,25
2018-11-29T14:51:00,28,0,52,29.88,10,16
2018-11-29T15:51:00,28,0,56,29.91,10,17
2018-11-29T16:00:00,28,,56,29.9,9.94,17
2018-11-29T16:51:00,27,0,55,29.93,10,22
2018-11-29T17:51:00,27,0,57,29.93,10,18
2018-11-29T18:51:00,27,0,57,29.96,10,16
2018-11-29T19:00:00,27,,57,29.96,9.94,16
2018-11-29T19:51:00,27,0,60,29.98,10,16
2018-11-29T20:51:00,27,0,60,29.98,10,14
2018-11-29T21:51:00,27,0,62,30,10,11
2018-11-29T22:00:00,27,,62,29.99,9.94,11
2018-11-29T22:51:00,27,0,62,30,10,11
2018-11-29T23:51:00,27,0,65,30.01,10,10
2018-11-29T23:59:00,,,,,,
2018-11-30T00:51:00,27,0,67,30.01,10,8
2018-11-30T01:00:00,27,,67,30,9.94,8
2018-11-30T01:51:00,28,0,73,30.01,10,7
2018-11-30T02:51:00,27,0,70,30.03,10,5
2018-11-30T03:51:00,27,0,67,30.03,10,3
2018-11-30T04:00:00,27,,67,30.02,9.94,3
2018-11-30T04:51:00,29,0,70,30.03,10,6
2018-11-30T05:51:00,28,T,68,30.03,9,7
2018-11-30T06:51:00,30,T,73,30.06,10,7
2018-11-30T07:00:00,30,,73,30.05,9.94,7
2018-11-30T07:51:00,30,T,70,30.04,10,0
2018-11-30T08:51:00,30,T,68,30.03,10,7
2018-11-30T09:51:00,29,0,62,30.06,10,0
2018-11-30T10:00:00,29,,62,30.05,9.94,0
2018-11-30T10:51:00,30,0,65,30.04,10,5
2018-11-30T11:51:00,32,0,68,30.03,10,6
2018-11-30T12:51:00,31,T,67,30.03,10,7
2018-11-30T13:00:00,31,,67,30.02,9.94,7
2018-11-30T13:51:00,33,T,77,30.01,10,6
2018-11-30T14:51:00,34,0.01,82,30.01,10,5
2018-11-30T15:51:00,34,0.01,82,30.01,10,5
2018-11-30T16:00:00,34,,82,30.01,9.94,5
2018-11-30T16:51:00,34,T,82,30.03,10,3
2018-11-30T17:51:00,33,T,77,30.03,10,0
2018-11-30T18:51:00,34,T,79,30.06,10,0
2018-11-30T19:00:00,34,,79,30.05,9.94,0
2018-11-30T19:51:00,35,T,79,30.08,10,3
2018-11-30T20:46:00,37,,93,30.08,10,3
2018-11-30T20:51:00,37,0,89,30.08,10,3
2018-11-30T21:49:00,37,,93,30.09,10,0
2018-11-30T21:51:00,38,0,93,30.09,10,0
2018-11-30T22:00:00,38,,93,30.08,9.94,0
2018-11-30T22:23:00,37,,89,30.09,10,3
2018-11-30T22:51:00,37,0,89,30.09,10,6
2018-11-30T23:51:00,36,0,86,30.09,10,5
2018-11-30T23:59:00,,,,,,
2018-11-30T23:59:00,,,,,,
2018-12-01T00:49:00,36,,87,30.11,10,5
2018-12-01T00:51:00,36,0,86,30.11,10,7
2018-12-01T01:00:00,36,,86,30.1,9.94,7
2018-12-01T01:51:00,36,0,86,30.11,10,7
2018-12-01T02:51:00,34,0,86,30.11,10,6
2018-12-01T03:51:00,34,0,89,30.11,10,5
2018-12-01T04:00:00,34,,89,30.11,9.94,5
2018-12-01T04:51:00,34,0,89,30.16,10,0
2018-12-01T05:51:00,34,0,96,30.16,10,5
2018-12-01T06:51:00,34,0,96,30.17,8,0
2018-12-01T07:00:00,34,,96,30.16,7.46,0
2018-12-01T07:51:00,35,0,93,30.21,7,0
2018-12-01T08:51:00,35,0,83,30.21,10,7
2018-12-01T09:51:00,35,0,74,30.21,10,9
2018-12-01T10:00:00,35,,74,30.2,9.94,9
2018-12-01T10:51:00,34,0,68,30.21,10,7
2018-12-01T11:51:00,31,0,58,30.21,10,0
2018-12-01T12:51:00,31,0,58,30.17,10,0
2018-12-01T13:00:00,31,,58,30.16,9.94,0
2018-12-01T13:51:00,35,0,68,30.16,10,7
2018-12-01T14:51:00,35,0,71,30.17,10,6
2018-12-01T15:51:00,36,0,79,30.19,10,8
2018-12-01T16:00:00,36,,79,30.18,9.94,8
2018-12-01T16:51:00,35,0,74,30.17,10,7
2018-12-01T17:51:00,35,T,74,30.16,10,6
2018-12-01T18:51:00,37,0.01,82,30.16,10,7
2018-12-01T19:00:00,37,,82,30.15,9.94,7
2018-12-01T19:51:00,38,0.02,89,30.16,10,7
2018-12-01T20:51:00,39,0.02,93,30.14,10,8
2018-12-01T21:22:00,40,T,96,30.14,10,10
2018-12-01T21:51:00,40,T,96,30.12,10,7
2018-12-01T22:00:00,40,,96,30.12,9.94,7
2018-12-01T22:51:00,41,0,96,30.11,10,8
2018-12-01T23:51:00,43,0.01,96,30.06,6,9
2018-12-01T23:59:00,,,,,,
2018-12-02T00:51:00,45,0.05,100,30.01,3,15
2018-12-02T01:00:00,45,,100,30.01,2.98,15
2018-12-02T01:49:00,45,,100,30,2.5,18
2018-12-02T01:51:00,45,0.05,100,30,2.5,15
2018-12-02T02:51:00,46,0.06,100,29.96,2.5,13
2018-12-02T03:51:00,47,0.05,100,29.95,2.5,8
2018-12-02T04:00:00,47,,100,29.94,2.49,8
2018-12-02T04:51:00,47,0.13,100,29.91,2.5,10
2018-12-02T05:49:00,46,,100,29.85,4,13
2018-12-02T05:51:00,47,0.04,100,29.85,4,13
2018-12-02T06:51:00,48,0.07,100,29.83,2,11
2018-12-02T07:00:00,48,,100,29.83,1.99,11
2018-12-02T07:49:00,48,,100,29.8,1.5,8
2018-12-02T07:51:00,49,0.1,100,29.8,1.5,8
2018-12-02T08:49:00,52,,100,29.78,1,7
2018-12-02T08:51:00,51,0.13,100,29.78,1,6
2018-12-02T09:42:00,54,0.06,100,29.77,1,7
2018-12-02T09:51:00,54,0.04,100,29.75,1,5
2018-12-02T10:00:00,54,,100,29.75,0.99,5
2018-12-02T10:49:00,54,,100,29.72,0.25,8
2018-12-02T10:51:00,54,0.04,100,29.72,0.25,8
2018-12-02T11:39:00,54,0.01,100,29.69,0.12,6
2018-12-02T11:51:00,54,T,100,29.67,0.12,7
2018-12-02T12:51:00,53,T,100,29.67,0,14
2018-12-02T13:00:00,53,,100,29.66,0.06,14
2018-12-02T13:08:00,53,T,100,29.67,0,11
2018-12-02T13:51:00,53,0.01,100,29.64,0.00V,8
2018-12-02T14:05:00,53,0.01,100,29.62,0,6
2018-12-02T14:32:00,53,0.01,100,29.62,0,7
2018-12-02T14:49:00,52,,100,29.62,0.25,10
2018-12-02T14:51:00,52,T,100,29.62,0.25,10
2018-12-02T15:51:00,53,0.01,100,29.62,0.25,7
2018-12-02T16:00:00,53,,100,29.61,0.25,7
2018-12-02T16:25:00,51,,100,29.62,0.25,7
2018-12-02T16:42:00,51,,100,29.61,0.25,7
2018-12-02T16:51:00,51,0,100,29.61,0.5,5
2018-12-02T17:20:00,51,0.01,100,29.61,1.5,5
2018-12-02T17:33:00,51,0.01,100,29.61,2,0
2018-12-02T17:51:00,51,0.01,100,29.61,2.5,3
2018-12-02T18:49:00,54,,100,29.61,3,5
2018-12-02T18:51:00,53,0,100,29.59,3,5
2018-12-02T19:00:00,53,,100,29.59,2.98,5
2018-12-02T19:24:00,52,T,100,29.59,2,0
2018-12-02T19:49:00,54,,100,29.61,1,0
2018-12-02T19:51:00,53,0.02,100,29.61,1,3
2018-12-02T20:21:00,53,0.04,100,29.61,2,0
2018-12-02T20:49:00,54,,100,29.61,2,3
2018-12-02T20:51:00,53,0.05,100,29.61,2,3
2018-12-02T21:49:00,54,,100,29.59,3,0
2018-12-02T21:51:00,54,0.01,100,29.59,3,0
2018-12-02T22:00:00,54,,100,29.59,2.98,0
2018-12-02T22:05:00,53,,100,29.59,3,5
2018-12-02T22:13:00,53,,100,29.59,3,3
2018-12-02T22:42:00,53,,100,29.59,1,7
2018-12-02T22:51:00,53,0,100,29.59,1,7
2018-12-02T23:51:00,53,0,100,29.59,1,7
2018-12-02T23:59:00,,,,,,
2018-12-03T00:44:00,54,,100,29.57,4,5
2018-12-03T00:51:00,53,0,100,29.57,4,5
2018-12-03T01:00:00,53,,100,29.57,3.73,5
2018-12-03T01:51:00,54,0,100,29.57,6,6
2018-12-03T02:35:00,52,,100,29.57,0.5,6
2018-12-03T02:48:00,54,,100,29.57,0.5,6
2018-12-03T02:51:00,53,0,100,29.57,0.5,6
2018-12-03T03:00:00,52,,100,29.57,0.12,7
2018-12-03T03:03:00,52,,100,29.57,0.12,7
2018-12-03T03:21:00,52,,100,29.57,0.12,6
2018-12-03T03:51:00,52,T,100,29.57,0.12,5
2018-12-03T04:00:00,52,,100,29.56,0.12,5
2018-12-03T04:07:00,53,T,100,29.57,0.12,7
2018-12-03T04:30:00,53,T,100,29.57,0.12,7
2018-12-03T04:42:00,53,T,100,29.57,5,7
2018-12-03T04:51:00,53,T,100,29.57,5,7
2018-12-03T05:38:00,53,,100,29.57,10,7
2018-12-03T05:51:00,53,0,100,29.57,10,10
2018-12-03T06:51:00,51,0,100,29.59,10,13
2018-12-03T07:00:00,51,,100,29.58,9.94,13
2018-12-03T07:51:00,50,0,96,29.61,9,11
2018-12-03T08:51:00,47,0,77,29.62,10,15
2018-12-03T09:51:00,45,0,72,29.64,10,16
2018-12-03T10:00:00,45,,72,29.63,9.94,16
2018-12-03T10:51:00,43,0,67,29.65,10,16
2018-12-03T11:51:00,41,0,59,29.62,10,22
2018-12-03T12:51:00,38,0,57,29.62,10,21
2018-12-03T13:00:00,38,,57,29.62,9.94,21
2018-12-03T13:51:00,36,0,52,29.64,10,18
2018-12-03T14:51:00,34,0,50,29.62,10,20
2018-12-03T15:51:00,35,0,53,29.65,10,21
2018-12-03T16:00:00,35,,53,29.65,9.94,21
2018-12-03T16:51:00,36,0,59,29.67,10,14
2018-12-03T17:51:00,36,0,61,29.7,10,17
2018-12-03T18:51:00,36,0,61,29.72,10,15
2018-12-03T19:00:00,36,,61,29.71,9.94,15
2018-12-03T19:51:00,36,0,61,29.72,10,13
2018-12-03T20:51:00,36,0,63,29.7,10,18
2018-12-03T21:51:00,35,0,63,29.7,10,16
2018-12-03T22:00:00,35,,63,29.7,9.94,16
2018-12-03T22:51:00,35,0,66,29.7,10,15
2018-12-03T23:51:00,35,0,66,29.7,10,15
2018-12-03T23:59:00,,,,,,
2018-12-04T00:51:00,34,0,68,29.74,10,22
2018-12-04T01:00:00,34,,68,29.73,9.94,22
2018-12-04T01:51:00,31,0,67,29.75,10,15
2018-12-04T02:51:00,27,0,62,29.78,10,21
2018-12-04T03:51:00,27,0,65,29.8,10,20
2018-12-04T04:00:00,27,,65,29.8,9.94,20
2018-12-04T04:51:00,25,0,62,29.83,10,24
2018-12-04T05:51:00,25,0,62,29.85,10,21
2018-12-04T06:51:00,24,0,59,29.88,10,17
2018-12-04T07:00:00,24,,59,29.87,9.94,17
2018-12-04T07:51:00,23,0,57,29.91,10,20
2018-12-04T08:51:00,23,0,53,29.93,10,21
2018-12-04T09:51:00,22,0,49,29.93,10,18
2018-12-04T10:00:00,22,,49,29.93,9.94,18
2018-12-04T10:51:00,23,0,51,29.93,10,21
2018-12-04T11:51:00,22,0,47,29.91,10,17
2018-12-04T12:51:00,22,0,43,29.91,10,16
2018-12-04T13:00:00,22,,43,29.91,9.94,16
2018-12-04T13:51:00,19,0,40,29.93,10,15
2018-12-04T14:51:00,18,0,39,29.93,10,20
2018-12-04T15:51:00,17,0,41,29.95,10,15
2018-12-04T16:00:00,17,,41,29.94,9.94,15
2018-12-04T16:51:00,16,0,41,29.96,10,13
2018-12-04T17:51:00,15,0,41,30,10,14
2018-12-04T18:51:00,14,0,40,30.03,10,15
2018-12-04T19:00:00,14,,40,30.02,9.94,15
2018-12-04T19:51:00,17,0,48,30.03,10,11
2018-12-04T20:51:00,16,0,49,30.06,10,10
2018-12-04T21:51:00,16,0,52,30.08,10,10
2018-12-04T22:00:00,16,,52,30.07,9.94,10
2018-12-04T22:51:00,16,0,54,30.08,10,9
2018-12-04T23:51:00,16,0,56,30.08,10,8
2018-12-04T23:59:00,,,,,,
2018-12-05T00:51:00,15,0,54,30.09,10,9
2018-12-05T01:00:00,15,,54,30.08,9.94,9
2018-12-05T01:51:00,16,0,58,30.08,10,9
2018-12-05T02:51:00,17,0,63,30.08,10,5
2018-12-05T03:51:00,17,0,66,30.08,10,5
2018-12-05T04:00:00,17,,66,30.07,9.94,5
2018-12-05T04:51:00,17,0,63,30.08,10,3
2018-12-05T05:51:00,18,0,69,30.08,10,6
2018-12-05T06:51:00,18,0,69,30.09,10,6
2018-12-05T07:00:00,18,,69,30.09,9.94,6
2018-12-05T07:51:00,20,0,69,30.11,10,6
2018-12-05T08:51:00,21,0,64,30.11,10,10
2018-12-05T09:51:00,22,0,61,30.09,10,10
2018-12-05T10:00:00,22,,61,30.08,9.94,10
2018-12-05T10:51:00,22,0,59,30.06,10,9
2018-12-05T11:51:00,23,0,59,30.03,10,11
2018-12-05T12:51:00,24,0,62,30.01,10,14
2018-12-05T13:00:00,24,,62,30.01,9.94,14
2018-12-05T13:51:00,23,0,59,30.01,10,14
2018-12-05T14:51:00,18,0,48,30.01,10,10
2018-12-05T15:51:00,16,0,46,30.03,10,9
2018-12-05T16:00:00,16,,46,30.02,9.94,9
2018-12-05T16:51:00,19,0,54,30.03,10,5
2018-12-05T17:51:00,18,0,52,30.04,10,5
2018-12-05T18:51:00,17,0,50,30.06,10,9
2018-12-05T19:00:00,17,,50,30.05,9.94,9
2018-12-05T19:51:00,17,0,50,30.06,10,8
2018-12-05T20:51:00,17,0,48,30.08,10,8
2018-12-05T21:51:00,17,0,50,30.09,10,8
2018-12-05T22:00:00,17,,50,30.08,9.94,8
2018-12-05T22:51:00,18,0,54,30.11,10,7
2018-12-05T23:51:00,18,0,54,30.11,10,9
2018-12-05T23:59:00,,,,,,
2018-12-06T00:51:00,19,0,56,30.12,10,11
2018-12-06T01:00:00,19,,56,30.12,9.94,11
2018-12-06T01:51:00,18,0,56,30.14,10,9
2018-12-06T02:51:00,20,0,61,30.14,10,11
2018-12-06T03:51:00,22,0,69,30.14,10,9
2018-12-06T04:00:00,22,,69,30.13,9.94,9
2018-12-06T04:51:00,21,0,67,30.14,10,10
2018-12-06T05:51:00,22,0,72,30.17,10,11
2018-12-06T06:51:00,22,0,69,30.19,10,11
2018-12-06T07:00:00,22,,69,30.19,9.94,11
2018-12-06T07:51:00,23,0,69,30.21,10,15
2018-12-06T08:51:00,24,0,67,30.22,10,15
2018-12-06T09:51:00,23,0,59,30.21,10,10
2018-12-06T10:00:00,23,,59,30.2,9.94,10
